rebalance_date,fund,ticker,weight
2023-04-04,Equity Risk Parity,GS,0.016249
2023-04-04,Equity Risk Parity,INTC,0.014541
2023-04-04,Equity Risk Parity,KO,0.028644
2023-04-04,Equity Risk Parity,MMM,0.019829
2023-04-04,Equity Risk Parity,MRK,0.039486
2023-04-04,Equity Risk Parity,MS,0.015193
2023-04-04,Equity Risk Parity,NEE,0.021611
2023-04-04,Equity Risk Parity,NEM,0.025344
2023-04-04,Equity Risk Parity,NKE,0.013866
2023-04-04,Equity Risk Parity,NUE,0.012737
2023-04-04,Equity Risk Parity,NVDA,0.009527
2023-04-04,Equity Risk Parity,O,0.024103
2023-04-04,Equity Risk Parity,OXY,0.013776
2023-04-04,Equity Risk Parity,PLD,0.01563
2023-04-04,Equity Risk Parity,PSA,0.021719
2023-04-04,Equity Risk Parity,QCOM,0.012846
2023-04-04,Equity Risk Parity,SBUX,0.016563
2023-04-04,Equity Risk Parity,SHW,0.018689
2023-04-04,Equity Risk Parity,SLB,0.014886
2023-04-04,Equity Risk Parity,SO,0.026445
2023-04-04,Equity Risk Parity,T,0.025245
2023-04-04,Equity Risk Parity,TMUS,0.022244
2023-04-04,Equity Risk Parity,TTWO,0.01992
2023-04-04,Equity Risk Parity,UPS,0.01876
2023-04-04,Equity Risk Parity,USB,0.016581
2023-04-04,Equity Risk Parity,V,0.01771
2023-04-04,Equity Risk Parity,WFC,0.015475
2023-04-04,Equity Risk Parity,WMT,0.032623
2023-04-04,Equity Risk Parity,XOM,0.019013
2023-05-04,Equity Risk Parity,ABBV,0.034224
2023-05-04,Equity Risk Parity,ABT,0.020938
2023-05-04,Equity Risk Parity,ADBE,0.014039
2023-05-04,Equity Risk Parity,AEP,0.024746
2023-05-04,Equity Risk Parity,AMD,0.010305
2023-05-04,Equity Risk Parity,AMGN,0.032522
2023-05-04,Equity Risk Parity,AMT,0.018136
2023-05-04,Equity Risk Parity,BA,0.013407
2023-05-04,Equity Risk Parity,CAT,0.017003
2023-05-04,Equity Risk Parity,CCI,0.018753
2023-05-04,Equity Risk Parity,CMCSA,0.018892
2023-05-04,Equity Risk Parity,COP,0.015895
2023-05-04,Equity Risk Parity,CVX,0.019932
2023-05-04,Equity Risk Parity,D,0.026228
2023-05-04,Equity Risk Parity,DD,0.014735
2023-05-04,Equity Risk Parity,DIS,0.015484
2023-05-04,Equity Risk Parity,DOW,0.016912
2023-05-04,Equity Risk Parity,DUK,0.027963
2023-05-04,Equity Risk Parity,EA,0.027257
2023-05-04,Equity Risk Parity,GE,0.015221
2023-05-04,Equity Risk Parity,GILD,0.028251
2023-05-04,Equity Risk Parity,GS,0.016398
2023-05-04,Equity Risk Parity,INTC,0.014619
2023-05-04,Equity Risk Parity,KO,0.028972
2023-05-04,Equity Risk Parity,MMM,0.019729
2023-05-04,Equity Risk Parity,MRK,0.039177
2023-05-04,Equity Risk Parity,MS,0.015287
2023-05-04,Equity Risk Parity,NEE,0.02107
2023-05-04,Equity Risk Parity,NEM,0.025909
2023-05-04,Equity Risk Parity,NKE,0.014033
2023-05-04,Equity Risk Parity,NUE,0.012868
2023-05-04,Equity Risk Parity,NVDA,0.009685
2023-05-04,Equity Risk Parity,O,0.024135
2023-05-04,Equity Risk Parity,OXY,0.013915
2023-05-04,Equity Risk Parity,PLD,0.015642
2023-05-04,Equity Risk Parity,PSA,0.021639
2023-05-04,Equity Risk Parity,QCOM,0.013012
2023-05-04,Equity Risk Parity,SBUX,0.016687
2023-05-04,Equity Risk Parity,SHW,0.018755
2023-05-04,Equity Risk Parity,SLB,0.014814
2023-05-04,Equity Risk Parity,SO,0.026347
2023-05-04,Equity Risk Parity,T,0.02442
2023-05-04,Equity Risk Parity,TMUS,0.022665
2023-05-04,Equity Risk Parity,TTWO,0.019582
2023-05-04,Equity Risk Parity,UPS,0.018398
2023-05-04,Equity Risk Parity,USB,0.016089
2023-05-04,Equity Risk Parity,V,0.017848
2023-05-04,Equity Risk Parity,WFC,0.015505
2023-05-04,Equity Risk Parity,WMT,0.033047
2023-05-04,Equity Risk Parity,XOM,0.018911
2023-06-05,Equity Risk Parity,ABBV,0.033764
2023-06-05,Equity Risk Parity,ABT,0.020845
2023-06-05,Equity Risk Parity,ADBE,0.013983
2023-06-05,Equity Risk Parity,AEP,0.024666
2023-06-05,Equity Risk Parity,AMD,0.010449
2023-06-05,Equity Risk Parity,AMGN,0.032305
2023-06-05,Equity Risk Parity,AMT,0.018026
2023-06-05,Equity Risk Parity,BA,0.013513
2023-06-05,Equity Risk Parity,CAT,0.016569
2023-06-05,Equity Risk Parity,CCI,0.018675
2023-06-05,Equity Risk Parity,CMCSA,0.019062
2023-06-05,Equity Risk Parity,COP,0.015957
2023-06-05,Equity Risk Parity,CVX,0.020003
2023-06-05,Equity Risk Parity,D,0.026048
2023-06-05,Equity Risk Parity,DD,0.014629
2023-06-05,Equity Risk Parity,DIS,0.015071
2023-06-05,Equity Risk Parity,DOW,0.016769
2023-06-05,Equity Risk Parity,DUK,0.027959
2023-06-05,Equity Risk Parity,EA,0.027588
2023-06-05,Equity Risk Parity,GE,0.015258
2023-06-05,Equity Risk Parity,GILD,0.028223
2023-06-05,Equity Risk Parity,GS,0.016625
2023-06-05,Equity Risk Parity,INTC,0.014609
2023-06-05,Equity Risk Parity,KO,0.028943
2023-06-05,Equity Risk Parity,MMM,0.019102
2023-06-05,Equity Risk Parity,MRK,0.039561
2023-06-05,Equity Risk Parity,MS,0.015393
2023-06-05,Equity Risk Parity,NEE,0.021222
2023-06-05,Equity Risk Parity,NEM,0.026024
2023-06-05,Equity Risk Parity,NKE,0.01392
2023-06-05,Equity Risk Parity,NUE,0.012978
2023-06-05,Equity Risk Parity,NVDA,0.009925
2023-06-05,Equity Risk Parity,O,0.02412
2023-06-05,Equity Risk Parity,OXY,0.014117
2023-06-05,Equity Risk Parity,PLD,0.015555
2023-06-05,Equity Risk Parity,PSA,0.021567
2023-06-05,Equity Risk Parity,QCOM,0.013029
2023-06-05,Equity Risk Parity,SBUX,0.016624
2023-06-05,Equity Risk Parity,SHW,0.018614
2023-06-05,Equity Risk Parity,SLB,0.014784
2023-06-05,Equity Risk Parity,SO,0.026535
2023-06-05,Equity Risk Parity,T,0.02478
2023-06-05,Equity Risk Parity,TMUS,0.023849
2023-06-05,Equity Risk Parity,TTWO,0.019416
2023-06-05,Equity Risk Parity,UPS,0.018391
2023-06-05,Equity Risk Parity,USB,0.015683
2023-06-05,Equity Risk Parity,V,0.017828
2023-06-05,Equity Risk Parity,WFC,0.015375
2023-06-05,Equity Risk Parity,WMT,0.033116
2023-06-05,Equity Risk Parity,XOM,0.018951
2023-07-06,Equity Risk Parity,ABBV,0.034194
2023-07-06,Equity Risk Parity,ABT,0.021017
2023-07-06,Equity Risk Parity,ADBE,0.013835
2023-07-06,Equity Risk Parity,AEP,0.024746
2023-07-06,Equity Risk Parity,AMD,0.010417
2023-07-06,Equity Risk Parity,AMGN,0.03218
2023-07-06,Equity Risk Parity,AMT,0.017904
2023-07-06,Equity Risk Parity,BA,0.013493
2023-07-06,Equity Risk Parity,CAT,0.016302
2023-07-06,Equity Risk Parity,CCI,0.018527
2023-07-06,Equity Risk Parity,CMCSA,0.019012
2023-07-06,Equity Risk Parity,COP,0.016028
2023-07-06,Equity Risk Parity,CVX,0.020105
2023-07-06,Equity Risk Parity,D,0.026075
2023-07-06,Equity Risk Parity,DD,0.014682
2023-07-06,Equity Risk Parity,DIS,0.01501
2023-07-06,Equity Risk Parity,DOW,0.016754
2023-07-06,Equity Risk Parity,DUK,0.02798
2023-07-06,Equity Risk Parity,EA,0.02737
2023-07-06,Equity Risk Parity,GE,0.015339
2023-07-06,Equity Risk Parity,GILD,0.028317
2023-07-06,Equity Risk Parity,GS,0.016554
2023-07-06,Equity Risk Parity,INTC,0.014409
2023-07-06,Equity Risk Parity,KO,0.029233
2023-07-06,Equity Risk Parity,MMM,0.019026
2023-07-06,Equity Risk Parity,MRK,0.040051
2023-07-06,Equity Risk Parity,MS,0.015417
2023-07-06,Equity Risk Parity,NEE,0.021019
2023-07-06,Equity Risk Parity,NEM,0.025915
2023-07-06,Equity Risk Parity,NKE,0.014055
2023-07-06,Equity Risk Parity,NUE,0.013011
2023-07-06,Equity Risk Parity,NVDA,0.009873
2023-07-06,Equity Risk Parity,O,0.024148
2023-07-06,Equity Risk Parity,OXY,0.01423
2023-07-06,Equity Risk Parity,PLD,0.015534
2023-07-06,Equity Risk Parity,PSA,0.021173
2023-07-06,Equity Risk Parity,QCOM,0.012875
2023-07-06,Equity Risk Parity,SBUX,0.016591
2023-07-06,Equity Risk Parity,SHW,0.018517
2023-07-06,Equity Risk Parity,SLB,0.014986
2023-07-06,Equity Risk Parity,SO,0.026707
2023-07-06,Equity Risk Parity,T,0.024467
2023-07-06,Equity Risk Parity,TMUS,0.023692
2023-07-06,Equity Risk Parity,TTWO,0.019609
2023-07-06,Equity Risk Parity,UPS,0.018208
2023-07-06,Equity Risk Parity,USB,0.015595
2023-07-06,Equity Risk Parity,V,0.017929
2023-07-06,Equity Risk Parity,WFC,0.015474
2023-07-06,Equity Risk Parity,WMT,0.033518
2023-07-06,Equity Risk Parity,XOM,0.018895
2023-08-04,Equity Risk Parity,ABBV,0.034769
2023-08-04,Equity Risk Parity,ABT,0.020676
2023-08-04,Equity Risk Parity,ADBE,0.013692
2023-08-04,Equity Risk Parity,AEP,0.024544
2023-08-04,Equity Risk Parity,AMD,0.010475
2023-08-04,Equity Risk Parity,AMGN,0.032151
2023-08-04,Equity Risk Parity,AMT,0.01779
2023-08-04,Equity Risk Parity,BA,0.013652
2023-08-04,Equity Risk Parity,CAT,0.016629
2023-08-04,Equity Risk Parity,CCI,0.01835
2023-08-04,Equity Risk Parity,CMCSA,0.019172
2023-08-04,Equity Risk Parity,COP,0.016062
2023-08-04,Equity Risk Parity,CVX,0.020216
2023-08-04,Equity Risk Parity,D,0.02542
2023-08-04,Equity Risk Parity,DD,0.014922
2023-08-04,Equity Risk Parity,DIS,0.015078
2023-08-04,Equity Risk Parity,DOW,0.017075
2023-08-04,Equity Risk Parity,DUK,0.027486
2023-08-04,Equity Risk Parity,EA,0.026473
2023-08-04,Equity Risk Parity,GE,0.015863
2023-08-04,Equity Risk Parity,GILD,0.028603
2023-08-04,Equity Risk Parity,GS,0.016744
2023-08-04,Equity Risk Parity,INTC,0.014358
2023-08-04,Equity Risk Parity,KO,0.02938
2023-08-04,Equity Risk Parity,MMM,0.018819
2023-08-04,Equity Risk Parity,MRK,0.0401
2023-08-04,Equity Risk Parity,MS,0.015546
2023-08-04,Equity Risk Parity,NEE,0.020725
2023-08-04,Equity Risk Parity,NEM,0.025661
2023-08-04,Equity Risk Parity,NKE,0.014036
2023-08-04,Equity Risk Parity,NUE,0.013265
2023-08-04,Equity Risk Parity,NVDA,0.009813
2023-08-04,Equity Risk Parity,O,0.024078
2023-08-04,Equity Risk Parity,OXY,0.014447
2023-08-04,Equity Risk Parity,PLD,0.015502
2023-08-04,Equity Risk Parity,PSA,0.021285
2023-08-04,Equity Risk Parity,QCOM,0.012867
2023-08-04,Equity Risk Parity,SBUX,0.016715
2023-08-04,Equity Risk Parity,SHW,0.01841
2023-08-04,Equity Risk Parity,SLB,0.015305
2023-08-04,Equity Risk Parity,SO,0.026346
2023-08-04,Equity Risk Parity,T,0.024095
2023-08-04,Equity Risk Parity,TMUS,0.023614
2023-08-04,Equity Risk Parity,TTWO,0.019274
2023-08-04,Equity Risk Parity,UPS,0.01804
2023-08-04,Equity Risk Parity,USB,0.015786
2023-08-04,Equity Risk Parity,V,0.018098
2023-08-04,Equity Risk Parity,WFC,0.015829
2023-08-04,Equity Risk Parity,WMT,0.03351
2023-08-04,Equity Risk Parity,XOM,0.019253
2023-09-05,Equity Risk Parity,ABBV,0.034863
2023-09-05,Equity Risk Parity,ABT,0.020525
2023-09-05,Equity Risk Parity,ADBE,0.013664
2023-09-05,Equity Risk Parity,AEP,0.024425
2023-09-05,Equity Risk Parity,AMD,0.010363
2023-09-05,Equity Risk Parity,AMGN,0.033093
2023-09-05,Equity Risk Parity,AMT,0.017658
2023-09-05,Equity Risk Parity,BA,0.013683
2023-09-05,Equity Risk Parity,CAT,0.016672
2023-09-05,Equity Risk Parity,CCI,0.018328
2023-09-05,Equity Risk Parity,CMCSA,0.019186
2023-09-05,Equity Risk Parity,COP,0.016337
2023-09-05,Equity Risk Parity,CVX,0.020537
2023-09-05,Equity Risk Parity,D,0.025221
2023-09-05,Equity Risk Parity,DD,0.014897
2023-09-05,Equity Risk Parity,DIS,0.015116
2023-09-05,Equity Risk Parity,DOW,0.017154
2023-09-05,Equity Risk Parity,DUK,0.027384
2023-09-05,Equity Risk Parity,EA,0.026378
2023-09-05,Equity Risk Parity,GE,0.0158
2023-09-05,Equity Risk Parity,GILD,0.028289
2023-09-05,Equity Risk Parity,GS,0.016776
2023-09-05,Equity Risk Parity,INTC,0.01417
2023-09-05,Equity Risk Parity,KO,0.029517
2023-09-05,Equity Risk Parity,MMM,0.018776
2023-09-05,Equity Risk Parity,MRK,0.039241
2023-09-05,Equity Risk Parity,MS,0.015653
2023-09-05,Equity Risk Parity,NEE,0.020658
2023-09-05,Equity Risk Parity,NEM,0.025949
2023-09-05,Equity Risk Parity,NKE,0.014032
2023-09-05,Equity Risk Parity,NUE,0.013396
2023-09-05,Equity Risk Parity,NVDA,0.009866
2023-09-05,Equity Risk Parity,O,0.023914
2023-09-05,Equity Risk Parity,OXY,0.014869
2023-09-05,Equity Risk Parity,PLD,0.015382
2023-09-05,Equity Risk Parity,PSA,0.020986
2023-09-05,Equity Risk Parity,QCOM,0.012888
2023-09-05,Equity Risk Parity,SBUX,0.016643
2023-09-05,Equity Risk Parity,SHW,0.018387
2023-09-05,Equity Risk Parity,SLB,0.015433
2023-09-05,Equity Risk Parity,SO,0.026302
2023-09-05,Equity Risk Parity,T,0.024182
2023-09-05,Equity Risk Parity,TMUS,0.023482
2023-09-05,Equity Risk Parity,TTWO,0.019155
2023-09-05,Equity Risk Parity,UPS,0.017938
2023-09-05,Equity Risk Parity,USB,0.015821
2023-09-05,Equity Risk Parity,V,0.018047
2023-09-05,Equity Risk Parity,WFC,0.015981
2023-09-05,Equity Risk Parity,WMT,0.033487
2023-09-05,Equity Risk Parity,XOM,0.019493
2023-10-04,Equity Risk Parity,ABBV,0.035387
2023-10-04,Equity Risk Parity,ABT,0.020351
2023-10-04,Equity Risk Parity,ADBE,0.013594
2023-10-04,Equity Risk Parity,AEP,0.024165
2023-10-04,Equity Risk Parity,AMD,0.010264
2023-10-04,Equity Risk Parity,AMGN,0.033353
2023-10-04,Equity Risk Parity,AMT,0.017324
2023-10-04,Equity Risk Parity,BA,0.013912
2023-10-04,Equity Risk Parity,CAT,0.01684
2023-10-04,Equity Risk Parity,CCI,0.017931
2023-10-04,Equity Risk Parity,CMCSA,0.019692
2023-10-04,Equity Risk Parity,COP,0.016472
2023-10-04,Equity Risk Parity,CVX,0.020997
2023-10-04,Equity Risk Parity,D,0.024442
2023-10-04,Equity Risk Parity,DD,0.015044
2023-10-04,Equity Risk Parity,DIS,0.015292
2023-10-04,Equity Risk Parity,DOW,0.017312
2023-10-04,Equity Risk Parity,DUK,0.027179
2023-10-04,Equity Risk Parity,EA,0.025862
2023-10-04,Equity Risk Parity,GE,0.015989
2023-10-04,Equity Risk Parity,GILD,0.028011
2023-10-04,Equity Risk Parity,GS,0.016697
2023-10-04,Equity Risk Parity,INTC,0.014194
2023-10-04,Equity Risk Parity,KO,0.029712
2023-10-04,Equity Risk Parity,MMM,0.018812
2023-10-04,Equity Risk Parity,MRK,0.040682
2023-10-04,Equity Risk Parity,MS,0.015662
2023-10-04,Equity Risk Parity,NEE,0.020087
2023-10-04,Equity Risk Parity,NEM,0.025422
2023-10-04,Equity Risk Parity,NKE,0.013988
2023-10-04,Equity Risk Parity,NUE,0.013419
2023-10-04,Equity Risk Parity,NVDA,0.009879
2023-10-04,Equity Risk Parity,O,0.023886
2023-10-04,Equity Risk Parity,OXY,0.015351
2023-10-04,Equity Risk Parity,PLD,0.015104
2023-10-04,Equity Risk Parity,PSA,0.020695
2023-10-04,Equity Risk Parity,QCOM,0.012843
2023-10-04,Equity Risk Parity,SBUX,0.016592
2023-10-04,Equity Risk Parity,SHW,0.018412
2023-10-04,Equity Risk Parity,SLB,0.015751
2023-10-04,Equity Risk Parity,SO,0.025806
2023-10-04,Equity Risk Parity,T,0.024245
2023-10-04,Equity Risk Parity,TMUS,0.023414
2023-10-04,Equity Risk Parity,TTWO,0.019088
2023-10-04,Equity Risk Parity,UPS,0.017825
2023-10-04,Equity Risk Parity,USB,0.0157
2023-10-04,Equity Risk Parity,V,0.018227
2023-10-04,Equity Risk Parity,WFC,0.015841
2023-10-04,Equity Risk Parity,WMT,0.033355
2023-10-04,Equity Risk Parity,XOM,0.019898
2023-11-02,Equity Risk Parity,ABBV,0.035178
2023-11-02,Equity Risk Parity,ABT,0.021015
2023-11-02,Equity Risk Parity,ADBE,0.013564
2023-11-02,Equity Risk Parity,AEP,0.02358
2023-11-02,Equity Risk Parity,AMD,0.01035
2023-11-02,Equity Risk Parity,AMGN,0.032984
2023-11-02,Equity Risk Parity,AMT,0.01718
2023-11-02,Equity Risk Parity,BA,0.013891
2023-11-02,Equity Risk Parity,CAT,0.016793
2023-11-02,Equity Risk Parity,CCI,0.017631
2023-11-02,Equity Risk Parity,CMCSA,0.019969
2023-11-02,Equity Risk Parity,COP,0.016508
2023-11-02,Equity Risk Parity,CVX,0.020958
2023-11-02,Equity Risk Parity,D,0.024122
2023-11-02,Equity Risk Parity,DD,0.015381
2023-11-02,Equity Risk Parity,DIS,0.015274
2023-11-02,Equity Risk Parity,DOW,0.017568
2023-11-02,Equity Risk Parity,DUK,0.026946
2023-11-02,Equity Risk Parity,EA,0.02555
2023-11-02,Equity Risk Parity,GE,0.016015
2023-11-02,Equity Risk Parity,GILD,0.027846
2023-11-02,Equity Risk Parity,GS,0.016688
2023-11-02,Equity Risk Parity,INTC,0.014398
2023-11-02,Equity Risk Parity,KO,0.029089
2023-11-02,Equity Risk Parity,MMM,0.018558
2023-11-02,Equity Risk Parity,MRK,0.042498
2023-11-02,Equity Risk Parity,MS,0.015523
2023-11-02,Equity Risk Parity,NEE,0.019878
2023-11-02,Equity Risk Parity,NEM,0.02519
2023-11-02,Equity Risk Parity,NKE,0.013892
2023-11-02,Equity Risk Parity,NUE,0.013467
2023-11-02,Equity Risk Parity,NVDA,0.009989
2023-11-02,Equity Risk Parity,O,0.023681
2023-11-02,Equity Risk Parity,OXY,0.015523
2023-11-02,Equity Risk Parity,PLD,0.014983
2023-11-02,Equity Risk Parity,PSA,0.020458
2023-11-02,Equity Risk Parity,QCOM,0.012829
2023-11-02,Equity Risk Parity,SBUX,0.016362
2023-11-02,Equity Risk Parity,SHW,0.018395
2023-11-02,Equity Risk Parity,SLB,0.016049
2023-11-02,Equity Risk Parity,SO,0.025561
2023-11-02,Equity Risk Parity,T,0.024459
2023-11-02,Equity Risk Parity,TMUS,0.023264
2023-11-02,Equity Risk Parity,TTWO,0.019089
2023-11-02,Equity Risk Parity,UPS,0.017968
2023-11-02,Equity Risk Parity,USB,0.015213
2023-11-02,Equity Risk Parity,V,0.018524
2023-11-02,Equity Risk Parity,WFC,0.015811
2023-11-02,Equity Risk Parity,WMT,0.034153
2023-11-02,Equity Risk Parity,XOM,0.020207
2023-12-04,Equity Risk Parity,ABBV,0.035674
2023-12-04,Equity Risk Parity,ABT,0.020719
2023-12-04,Equity Risk Parity,ADBE,0.013516
2023-12-04,Equity Risk Parity,AEP,0.023427
2023-12-04,Equity Risk Parity,AMD,0.01036
2023-12-04,Equity Risk Parity,AMGN,0.032622
2023-12-04,Equity Risk Parity,AMT,0.016737
2023-12-04,Equity Risk Parity,BA,0.013984
2023-12-04,Equity Risk Parity,CAT,0.016724
2023-12-04,Equity Risk Parity,CCI,0.017202
2023-12-04,Equity Risk Parity,CMCSA,0.01997
2023-12-04,Equity Risk Parity,COP,0.016903
2023-12-04,Equity Risk Parity,CVX,0.021136
2023-12-04,Equity Risk Parity,D,0.023775
2023-12-04,Equity Risk Parity,DD,0.015374
2023-12-04,Equity Risk Parity,DIS,0.015427
2023-12-04,Equity Risk Parity,DOW,0.017558
2023-12-04,Equity Risk Parity,DUK,0.026866
2023-12-04,Equity Risk Parity,EA,0.025702
2023-12-04,Equity Risk Parity,GE,0.016315
2023-12-04,Equity Risk Parity,GILD,0.027342
2023-12-04,Equity Risk Parity,GS,0.01645
2023-12-04,Equity Risk Parity,INTC,0.014302
2023-12-04,Equity Risk Parity,KO,0.030112
2023-12-04,Equity Risk Parity,MMM,0.018393
2023-12-04,Equity Risk Parity,MRK,0.043656
2023-12-04,Equity Risk Parity,MS,0.015274
2023-12-04,Equity Risk Parity,NEE,0.019267
2023-12-04,Equity Risk Parity,NEM,0.02387
2023-12-04,Equity Risk Parity,NKE,0.013742
2023-12-04,Equity Risk Parity,NUE,0.013532
2023-12-04,Equity Risk Parity,NVDA,0.010059
2023-12-04,Equity Risk Parity,O,0.023378
2023-12-04,Equity Risk Parity,OXY,0.016127
2023-12-04,Equity Risk Parity,PLD,0.014621
2023-12-04,Equity Risk Parity,PSA,0.019985
2023-12-04,Equity Risk Parity,QCOM,0.012796
2023-12-04,Equity Risk Parity,SBUX,0.016401
2023-12-04,Equity Risk Parity,SHW,0.017974
2023-12-04,Equity Risk Parity,SLB,0.016478
2023-12-04,Equity Risk Parity,SO,0.025403
2023-12-04,Equity Risk Parity,T,0.02488
2023-12-04,Equity Risk Parity,TMUS,0.023882
2023-12-04,Equity Risk Parity,TTWO,0.019016
2023-12-04,Equity Risk Parity,UPS,0.017797
2023-12-04,Equity Risk Parity,USB,0.014975
2023-12-04,Equity Risk Parity,V,0.018701
2023-12-04,Equity Risk Parity,WFC,0.015859
2023-12-04,Equity Risk Parity,WMT,0.035002
2023-12-04,Equity Risk Parity,XOM,0.020734
2021-05-19,Crypto Equal Weight,ADA-USD,0.1
2021-05-19,Crypto Equal Weight,BCH-USD,0.1
2021-05-19,Crypto Equal Weight,BTC-USD,0.1
2021-05-19,Crypto Equal Weight,EOS-USD,0.1
2021-05-19,Crypto Equal Weight,ETC-USD,0.1
2021-05-19,Crypto Equal Weight,ETH-USD,0.1
2021-05-19,Crypto Equal Weight,LTC-USD,0.1
2021-05-19,Crypto Equal Weight,TRX-USD,0.1
2021-05-19,Crypto Equal Weight,XLM-USD,0.1
2021-05-19,Crypto Equal Weight,XRP-USD,0.1
2021-06-09,Crypto Equal Weight,ADA-USD,0.1
2021-06-09,Crypto Equal Weight,BCH-USD,0.1
2021-06-09,Crypto Equal Weight,BTC-USD,0.1
2021-06-09,Crypto Equal Weight,EOS-USD,0.1
2021-06-09,Crypto Equal Weight,ETC-USD,0.1
2021-06-09,Crypto Equal Weight,ETH-USD,0.1
2021-06-09,Crypto Equal Weight,LTC-USD,0.1
2021-06-09,Crypto Equal Weight,TRX-USD,0.1
2021-06-09,Crypto Equal Weight,XLM-USD,0.1
2021-06-09,Crypto Equal Weight,XRP-USD,0.1
2021-06-30,Crypto Equal Weight,ADA-USD,0.1
2021-06-30,Crypto Equal Weight,BCH-USD,0.1
2021-06-30,Crypto Equal Weight,BTC-USD,0.1
2021-06-30,Crypto Equal Weight,EOS-USD,0.1
2021-06-30,Crypto Equal Weight,ETC-USD,0.1
2021-06-30,Crypto Equal Weight,ETH-USD,0.1
2021-06-30,Crypto Equal Weight,LTC-USD,0.1
2021-06-30,Crypto Equal Weight,TRX-USD,0.1
2021-06-30,Crypto Equal Weight,XLM-USD,0.1
2021-06-30,Crypto Equal Weight,XRP-USD,0.1
2021-07-21,Crypto Equal Weight,ADA-USD,0.1
2021-07-21,Crypto Equal Weight,BCH-USD,0.1
2021-07-21,Crypto Equal Weight,BTC-USD,0.1
2021-07-21,Crypto Equal Weight,EOS-USD,0.1
2021-07-21,Crypto Equal Weight,ETC-USD,0.1
2021-07-21,Crypto Equal Weight,ETH-USD,0.1
2021-07-21,Crypto Equal Weight,LTC-USD,0.1
2021-07-21,Crypto Equal Weight,TRX-USD,0.1
2021-07-21,Crypto Equal Weight,XLM-USD,0.1
2021-07-21,Crypto Equal Weight,XRP-USD,0.1
2021-08-11,Crypto Equal Weight,ADA-USD,0.1
2021-08-11,Crypto Equal Weight,BCH-USD,0.1
2021-08-11,Crypto Equal Weight,BTC-USD,0.1
2021-08-11,Crypto Equal Weight,EOS-USD,0.1
2021-08-11,Crypto Equal Weight,ETC-USD,0.1
2021-08-11,Crypto Equal Weight,ETH-USD,0.1
2021-08-11,Crypto Equal Weight,LTC-USD,0.1
2021-08-11,Crypto Equal Weight,TRX-USD,0.1
2021-08-11,Crypto Equal Weight,XLM-USD,0.1
2021-08-11,Crypto Equal Weight,XRP-USD,0.1
2021-09-01,Crypto Equal Weight,ADA-USD,0.1
2021-09-01,Crypto Equal Weight,BCH-USD,0.1
2021-09-01,Crypto Equal Weight,BTC-USD,0.1
2021-09-01,Crypto Equal Weight,EOS-USD,0.1
2021-09-01,Crypto Equal Weight,ETC-USD,0.1
2021-09-01,Crypto Equal Weight,ETH-USD,0.1
2021-09-01,Crypto Equal Weight,LTC-USD,0.1
2021-09-01,Crypto Equal Weight,TRX-USD,0.1
2021-09-01,Crypto Equal Weight,XLM-USD,0.1
2021-09-01,Crypto Equal Weight,XRP-USD,0.1
2021-09-22,Crypto Equal Weight,ADA-USD,0.1
2021-09-22,Crypto Equal Weight,BCH-USD,0.1
2021-09-22,Crypto Equal Weight,BTC-USD,0.1
2021-09-22,Crypto Equal Weight,EOS-USD,0.1
2021-09-22,Crypto Equal Weight,ETC-USD,0.1
2021-09-22,Crypto Equal Weight,ETH-USD,0.1
2021-09-22,Crypto Equal Weight,LTC-USD,0.1
2021-09-22,Crypto Equal Weight,TRX-USD,0.1
2021-09-22,Crypto Equal Weight,XLM-USD,0.1
2021-09-22,Crypto Equal Weight,XRP-USD,0.1
2021-10-13,Crypto Equal Weight,ADA-USD,0.1
2021-10-13,Crypto Equal Weight,BCH-USD,0.1
2021-10-13,Crypto Equal Weight,BTC-USD,0.1
2021-10-13,Crypto Equal Weight,EOS-USD,0.1
2021-10-13,Crypto Equal Weight,ETC-USD,0.1
2021-10-13,Crypto Equal Weight,ETH-USD,0.1
2021-10-13,Crypto Equal Weight,LTC-USD,0.1
2021-10-13,Crypto Equal Weight,TRX-USD,0.1
2021-10-13,Crypto Equal Weight,XLM-USD,0.1
2021-10-13,Crypto Equal Weight,XRP-USD,0.1
2021-11-03,Crypto Equal Weight,ADA-USD,0.1
2021-11-03,Crypto Equal Weight,BCH-USD,0.1
2021-11-03,Crypto Equal Weight,BTC-USD,0.1
2021-11-03,Crypto Equal Weight,EOS-USD,0.1
2021-11-03,Crypto Equal Weight,ETC-USD,0.1
2021-11-03,Crypto Equal Weight,ETH-USD,0.1
2021-11-03,Crypto Equal Weight,LTC-USD,0.1
2021-11-03,Crypto Equal Weight,TRX-USD,0.1
2021-11-03,Crypto Equal Weight,XLM-USD,0.1
2021-11-03,Crypto Equal Weight,XRP-USD,0.1
2021-11-24,Crypto Equal Weight,ADA-USD,0.1
2021-11-24,Crypto Equal Weight,BCH-USD,0.1
2021-11-24,Crypto Equal Weight,BTC-USD,0.1
2021-11-24,Crypto Equal Weight,EOS-USD,0.1
2021-11-24,Crypto Equal Weight,ETC-USD,0.1
2021-11-24,Crypto Equal Weight,ETH-USD,0.1
2021-11-24,Crypto Equal Weight,LTC-USD,0.1
2021-11-24,Crypto Equal Weight,TRX-USD,0.1
2021-11-24,Crypto Equal Weight,XLM-USD,0.1
