trade_date,sector,sentiment,sentiment_lag1
2020-01-02,Comm,0.20894933333333335,
2020-01-03,Comm,0.05423,0.20894933333333335
2020-01-06,Comm,0.13917583333333333,0.05423
2020-01-07,Comm,0.2169,0.13917583333333333
2020-01-08,Comm,0.17791,0.2169
2020-01-09,Comm,0.24958,0.17791
2020-01-10,Comm,0.050303333333333325,0.24958
2020-01-13,Comm,0.011894166666666664,0.050303333333333325
2020-01-14,Comm,0.05822666666666667,0.011894166666666664
2020-01-15,Comm,0.0004183333333333289,0.05822666666666667
2020-01-16,Comm,0.18428333333333335,0.0004183333333333289
2020-01-17,Comm,0.03442800000000001,0.18428333333333335
2020-01-21,Comm,0.005146666666666665,0.03442800000000001
2020-01-22,Comm,0.10965,0.005146666666666665
2020-01-23,Comm,0.24310171428571428,0.10965
2020-01-24,Comm,0.16000672727272727,0.24310171428571428
2020-01-27,Comm,-0.0039016969696969717,0.16000672727272727
2020-01-28,Comm,0.0864,-0.0039016969696969717
2020-01-29,Comm,0.330422,0.0864
2020-01-30,Comm,0.006508333333333338,0.330422
2020-01-31,Comm,-0.14415636363636364,0.006508333333333338
2020-02-03,Comm,0.19718000000000005,-0.14415636363636364
2020-02-04,Comm,0.20030199999999998,0.19718000000000005
2020-02-05,Comm,-0.0041749999999999956,0.20030199999999998
2020-02-06,Comm,0.18807357142857145,-0.0041749999999999956
2020-02-07,Comm,0.07586599999999999,0.18807357142857145
2020-02-10,Comm,0.10556500000000002,0.07586599999999999
2020-02-11,Comm,0.025162588235294138,0.10556500000000002
2020-02-12,Comm,0.24253833333333336,0.025162588235294138
2020-02-13,Comm,0.15257642857142856,0.24253833333333336
2020-02-14,Comm,0.12498000000000001,0.15257642857142856
2020-02-18,Comm,0.13427904761904763,0.12498000000000001
2020-02-19,Comm,0.11788000000000001,0.13427904761904763
2020-02-20,Comm,0.06705750000000002,0.11788000000000001
2020-02-21,Comm,0.11371666666666666,0.06705750000000002
2020-02-24,Comm,0.04135333333333333,0.11371666666666666
2020-02-25,Comm,0.15966,0.04135333333333333
2020-02-26,Comm,0.14375666666666667,0.15966
2020-02-27,Comm,0.18128666666666668,0.14375666666666667
2020-02-28,Comm,-0.0732142857142857,0.18128666666666668
2020-03-02,Comm,0.1700266666666667,-0.0732142857142857
2020-03-03,Comm,0.084685,0.1700266666666667
2020-03-04,Comm,0.10109666666666665,0.084685
2020-03-05,Comm,0.16623500000000002,0.10109666666666665
2020-03-06,Comm,0.083685,0.16623500000000002
2020-03-09,Comm,0.07535999999999998,0.083685
2020-03-10,Comm,0.05478533333333333,0.07535999999999998
2020-03-11,Comm,0.035176,0.05478533333333333
2020-03-12,Comm,0.022556,0.035176
2020-03-13,Comm,-0.010364999999999997,0.022556
2020-03-16,Comm,-0.0008701111111110972,-0.010364999999999997
2020-03-17,Comm,0.07137933333333332,-0.0008701111111110972
2020-03-18,Comm,0.070585,0.07137933333333332
2020-03-19,Comm,0.047275000000000005,0.070585
2020-03-20,Comm,-0.026135,0.047275000000000005
2020-03-23,Comm,0.24177684415584416,-0.026135
2020-03-24,Comm,0.19839390476190472,0.24177684415584416
2020-03-25,Comm,0.27460266666666666,0.19839390476190472
2020-03-26,Comm,0.16944166666666666,0.27460266666666666
2020-03-27,Comm,0.20390133333333335,0.16944166666666666
2020-03-30,Comm,0.30821899999999997,0.20390133333333335
2020-03-31,Comm,0.16252,0.30821899999999997
2020-04-01,Comm,0.10229333333333332,0.16252
2020-04-02,Comm,0.07449333333333333,0.10229333333333332
2020-04-03,Comm,0.2345080952380952,0.07449333333333333
2020-04-06,Comm,0.36927333333333334,0.2345080952380952
2020-04-07,Comm,0.24082636363636362,0.36927333333333334
2020-04-08,Comm,0.05021066666666667,0.24082636363636362
2020-04-09,Comm,0.038329999999999996,0.05021066666666667
2020-04-13,Comm,0.08995666666666666,0.038329999999999996
2020-04-14,Comm,0.263548,0.08995666666666666
2020-04-15,Comm,0.1288146666666667,0.263548
2020-04-16,Comm,0.222231,0.1288146666666667
2020-04-17,Comm,0.20522933333333332,0.222231
2020-04-20,Comm,0.104612,0.20522933333333332
2020-04-21,Comm,0.2473066666666667,0.104612
2020-04-22,Comm,0.18066228571428572,0.2473066666666667
2020-04-23,Comm,0.18780833333333335,0.18066228571428572
2020-04-24,Comm,0.14052969696969697,0.18780833333333335
2020-04-27,Comm,0.14920363636363637,0.14052969696969697
2020-04-28,Comm,0.24791500000000002,0.14920363636363637
2020-04-29,Comm,0.11740888888888887,0.24791500000000002
2020-04-30,Comm,0.04134958333333334,0.11740888888888887
2020-05-01,Comm,0.007541999999999993,0.04134958333333334
2020-05-04,Comm,0.10064666666666666,0.007541999999999993
2020-05-05,Comm,0.17229214285714287,0.10064666666666666
2020-05-06,Comm,-0.03404700000000001,0.17229214285714287
2020-05-07,Comm,0.22248800000000002,-0.03404700000000001
2020-05-08,Comm,0.238836,0.22248800000000002
2020-05-11,Comm,0.20981952380952382,0.238836
2020-05-12,Comm,0.14303633333333335,0.20981952380952382
2020-05-13,Comm,0.048929999999999994,0.14303633333333335
2020-05-14,Comm,0.20533833333333334,0.048929999999999994
2020-05-15,Comm,0.20572833333333335,0.20533833333333334
2020-05-18,Comm,0.2164745,0.20572833333333335
2020-05-19,Comm,0.11420557142857143,0.2164745
2020-05-20,Comm,0.05658773809523811,0.11420557142857143
2020-05-21,Comm,0.07018833333333334,0.05658773809523811
2020-05-22,Comm,-0.06914999999999999,0.07018833333333334
2020-05-26,Comm,0.24060766666666664,-0.06914999999999999
2020-05-27,Comm,0.30551416666666664,0.24060766666666664
2020-05-28,Comm,0.13122799999999998,0.30551416666666664
2020-05-29,Comm,0.14708133333333334,0.13122799999999998
2020-06-01,Comm,0.22572819047619044,0.14708133333333334
2020-06-02,Comm,0.20386666666666664,0.22572819047619044
2020-06-03,Comm,-0.06949000000000001,0.20386666666666664
2020-06-04,Comm,0.241865,-0.06949000000000001
2020-06-05,Comm,0.09140000000000001,0.241865
2020-06-08,Comm,0.2920525,0.09140000000000001
2020-06-09,Comm,-0.09478,0.2920525
2020-06-10,Comm,-0.027939999999999986,-0.09478
2020-06-11,Comm,0.16128,-0.027939999999999986
2020-06-12,Comm,0.13400833333333334,0.16128
2020-06-15,Comm,0.035903333333333315,0.13400833333333334
2020-06-16,Comm,0.09640777777777779,0.035903333333333315
2020-06-17,Comm,0.107765,0.09640777777777779
2020-06-18,Comm,-0.146251,0.107765
2020-06-19,Comm,0.16250333333333333,-0.146251
2020-06-22,Comm,0.16527333333333333,0.16250333333333333
2020-06-23,Comm,0.11743166666666667,0.16527333333333333
2020-06-24,Comm,0.1394669696969697,0.11743166666666667
2020-06-25,Comm,0.09086266666666667,0.1394669696969697
2020-06-26,Comm,0.202625,0.09086266666666667
2020-06-29,Comm,0.08891897435897436,0.202625
2020-06-30,Comm,0.15807714285714286,0.08891897435897436
2020-07-01,Comm,0.00041999999999999953,0.15807714285714286
2020-07-02,Comm,0.10419,0.00041999999999999953
2020-07-06,Comm,0.09353900000000001,0.10419
2020-07-07,Comm,0.12243333333333332,0.09353900000000001
2020-07-08,Comm,0.07024999999999999,0.12243333333333332
2020-07-09,Comm,0.103315,0.07024999999999999
2020-07-10,Comm,0.0,0.103315
2020-07-13,Comm,0.14606333333333332,0.0
2020-07-14,Comm,0.054688571428571434,0.14606333333333332
2020-07-15,Comm,0.06717999999999999,0.054688571428571434
2020-07-16,Comm,0.2696266666666667,0.06717999999999999
2020-07-17,Comm,-0.0021199999999999995,0.2696266666666667
2020-07-20,Comm,0.07252,-0.0021199999999999995
2020-07-21,Comm,0.30106,0.07252
2020-07-22,Comm,0.11694,0.30106
2020-07-23,Comm,-0.10960999999999999,0.11694
2020-07-24,Comm,0.15311999999999998,-0.10960999999999999
2020-07-27,Comm,0.07184,0.15311999999999998
2020-07-28,Comm,0.09995800000000002,0.07184
2020-07-29,Comm,0.027355,0.09995800000000002
2020-07-30,Comm,0.16367833333333331,0.027355
2020-07-31,Comm,0.18167,0.16367833333333331
2020-08-03,Comm,0.287368,0.18167
2020-08-04,Comm,0.1495379487179487,0.287368
2020-08-05,Comm,0.27443,0.1495379487179487
2020-08-06,Comm,0.19156285714285715,0.27443
2020-08-07,Comm,0.06047261538461539,0.19156285714285715
2020-08-10,Comm,0.40163000000000004,0.06047261538461539
2020-08-11,Comm,0.09573666666666666,0.40163000000000004
2020-08-12,Comm,0.08342999999999999,0.09573666666666666
2020-08-13,Comm,0.059199999999999996,0.08342999999999999
2020-08-14,Comm,-0.01936999999999999,0.059199999999999996
2020-08-17,Comm,0.15204,-0.01936999999999999
2020-08-18,Comm,0.14584333333333335,0.15204
2020-08-19,Comm,0.0,0.14584333333333335
2020-08-20,Comm,0.145732,0.0
2020-08-21,Comm,0.12469333333333332,0.145732
2020-08-24,Comm,0.104775,0.12469333333333332
2020-08-25,Comm,0.11251333333333333,0.104775
2020-08-26,Comm,0.15222399999999997,0.11251333333333333
2020-08-27,Comm,0.04046,0.15222399999999997
2020-08-28,Comm,0.07781166666666667,0.04046
2020-08-31,Comm,0.19338666666666668,0.07781166666666667
2020-09-01,Comm,0.022940000000000006,0.19338666666666668
2020-09-02,Comm,0.20510333333333333,0.022940000000000006
2020-09-03,Comm,0.07360857142857143,0.20510333333333333
2020-09-04,Comm,0.10863666666666667,0.07360857142857143
2020-09-08,Comm,0.1942,0.10863666666666667
2020-09-09,Comm,0.11918,0.1942
2020-09-10,Comm,0.05115000000000001,0.11918
2020-09-11,Comm,-0.00442,0.05115000000000001
2020-09-14,Comm,0.06487916666666667,-0.00442
2020-09-15,Comm,0.028493333333333332,0.06487916666666667
2020-09-16,Comm,0.0624,0.028493333333333332
2020-09-17,Comm,0.23980666666666667,0.0624
2020-09-18,Comm,0.08352499999999999,0.23980666666666667
2020-09-21,Comm,0.0661375,0.08352499999999999
2020-09-22,Comm,0.18247,0.0661375
2020-09-23,Comm,0.08753999999999999,0.18247
2020-09-24,Comm,0.17704599999999998,0.08753999999999999
2020-09-25,Comm,0.0004299999999999998,0.17704599999999998
2020-09-28,Comm,0.267844,0.0004299999999999998
2020-09-29,Comm,0.01870666666666667,0.267844
2020-09-30,Comm,0.2011,0.01870666666666667
2020-10-01,Comm,0.13627,0.2011
2020-10-02,Comm,-0.09462,0.13627
2020-10-05,Comm,0.1755125,-0.09462
2020-10-06,Comm,0.17255000000000004,0.1755125
2020-10-07,Comm,0.15276,0.17255000000000004
2020-10-08,Comm,0.0017319999999999974,0.15276
2020-10-09,Comm,0.25846642857142854,0.0017319999999999974
2020-10-12,Comm,-0.011790303030303031,0.25846642857142854
2020-10-13,Comm,-0.09748642857142857,-0.011790303030303031
2020-10-14,Comm,0.24550200000000003,-0.09748642857142857
2020-10-15,Comm,0.1794,0.24550200000000003
2020-10-16,Comm,0.01017499999999999,0.1794
2020-10-19,Comm,0.4259933333333333,0.01017499999999999
2020-10-20,Comm,0.0,0.4259933333333333
2020-10-21,Comm,0.04211333333333332,0.0
2020-10-22,Comm,0.17505666666666667,0.04211333333333332
2020-10-23,Comm,0.17967499999999997,0.17505666666666667
2020-10-26,Comm,0.35274314285714287,0.17967499999999997
2020-10-27,Comm,0.15272,0.35274314285714287
2020-10-28,Comm,0.09188999999999999,0.15272
2020-10-29,Comm,0.23262200000000002,0.09188999999999999
2020-10-30,Comm,0.17333333333333334,0.23262200000000002
2020-11-02,Comm,0.11475066666666667,0.17333333333333334
2020-11-03,Comm,0.02534866666666665,0.11475066666666667
2020-11-04,Comm,0.010992666666666668,0.02534866666666665
2020-11-05,Comm,-0.05718466666666666,0.010992666666666668
2020-11-06,Comm,0.15120968137254903,-0.05718466666666666
2020-11-09,Comm,0.2207697142857143,0.15120968137254903
2020-11-10,Comm,0.055191666666666674,0.2207697142857143
2020-11-11,Comm,-0.24360999999999997,0.055191666666666674
2020-11-12,Comm,0.187475,-0.24360999999999997
2020-11-13,Comm,0.1595475,0.187475
2020-11-16,Comm,0.17023,0.1595475
2020-11-17,Comm,0.17507199999999998,0.17023
2020-11-18,Comm,0.11011199999999999,0.17507199999999998
2020-11-19,Comm,0.28133857142857144,0.11011199999999999
2020-11-20,Comm,-0.02012250000000001,0.28133857142857144
2020-11-23,Comm,0.050182666666666674,-0.02012250000000001
2020-11-24,Comm,0.13468333333333332,0.050182666666666674
2020-11-25,Comm,0.07470799999999998,0.13468333333333332
2020-11-27,Comm,0.17606,0.07470799999999998
2020-11-30,Comm,0.06034666666666667,0.17606
2020-12-01,Comm,0.24863999999999997,0.06034666666666667
2020-12-02,Comm,-0.09878,0.24863999999999997
2020-12-03,Comm,0.027834285714285718,-0.09878
2020-12-04,Comm,0.11452,0.027834285714285718
2020-12-07,Comm,0.08356888888888889,0.11452
2020-12-08,Comm,0.09640000000000001,0.08356888888888889
2020-12-09,Comm,0.24539,0.09640000000000001
2020-12-10,Comm,0.199635,0.24539
2020-12-11,Comm,0.06766,0.199635
2020-12-14,Comm,0.15982357142857143,0.06766
2020-12-15,Comm,0.09560428571428572,0.15982357142857143
2020-12-16,Comm,0.012726666666666667,0.09560428571428572
2020-12-17,Comm,0.02362,0.012726666666666667
2020-12-18,Comm,0.027072000000000002,0.02362
2020-12-21,Comm,0.11140533333333336,0.027072000000000002
2020-12-22,Comm,-0.004289999999999997,0.11140533333333336
2020-12-23,Comm,0.15063,-0.004289999999999997
2020-12-24,Comm,0.016390000000000002,0.15063
2020-12-28,Comm,0.20182249999999996,0.016390000000000002
2020-12-29,Comm,0.13656,0.20182249999999996
2020-12-30,Comm,0.16137,0.13656
2020-12-31,Comm,0.09676571428571427,0.16137
2021-01-04,Comm,0.11952333333333334,0.09676571428571427
2021-01-05,Comm,0.10998333333333335,0.11952333333333334
2021-01-06,Comm,0.11747371428571429,0.10998333333333335
2021-01-07,Comm,0.4148933333333333,0.11747371428571429
2021-01-08,Comm,0.15272,0.4148933333333333
2021-01-11,Comm,0.23350999999999997,0.15272
2021-01-12,Comm,-0.01495,0.23350999999999997
2021-01-13,Comm,-0.02697666666666667,-0.01495
2021-01-14,Comm,0.037972,-0.02697666666666667
2021-01-15,Comm,0.07774,0.037972
2021-01-19,Comm,0.037084,0.07774
2021-01-20,Comm,-0.19188,0.037084
2021-01-21,Comm,0.029337333333333326,-0.19188
2021-01-22,Comm,0.114955,0.029337333333333326
2021-01-25,Comm,0.13667428571428572,0.114955
2021-01-26,Comm,-0.004759999999999992,0.13667428571428572
2021-01-27,Comm,0.054598,-0.004759999999999992
2021-01-28,Comm,0.23055916666666665,0.054598
2021-01-29,Comm,0.20530333333333334,0.23055916666666665
2021-02-01,Comm,0.5192466666666667,0.20530333333333334
2021-02-02,Comm,0.27083,0.5192466666666667
2021-02-03,Comm,0.09375,0.27083
2021-02-04,Comm,0.10161666666666666,0.09375
2021-02-05,Comm,0.11781299999999999,0.10161666666666666
2021-02-08,Comm,0.02857,0.11781299999999999
2021-02-09,Comm,0.09358619047619048,0.02857
2021-02-10,Comm,0.008992666666666671,0.09358619047619048
2021-02-11,Comm,0.281775,0.008992666666666671
2021-02-12,Comm,0.22936,0.281775
2021-02-16,Comm,0.12633242424242425,0.22936
2021-02-17,Comm,0.05377333333333334,0.12633242424242425
2021-02-18,Comm,0.13748999999999997,0.05377333333333334
2021-02-19,Comm,0.15291000000000002,0.13748999999999997
2021-02-22,Comm,0.160904,0.15291000000000002
2021-02-23,Comm,0.2507666666666667,0.160904
2021-02-24,Comm,-0.022618571428571432,0.2507666666666667
2021-02-25,Comm,0.058635555555555566,-0.022618571428571432
2021-02-26,Comm,0.05639000000000001,0.058635555555555566
2021-03-01,Comm,0.010490000000000005,0.05639000000000001
2021-03-02,Comm,0.18422999999999998,0.010490000000000005
2021-03-03,Comm,0.25354,0.18422999999999998
2021-03-04,Comm,0.154,0.25354
2021-03-05,Comm,0.09695333333333334,0.154
2021-03-08,Comm,-0.058365999999999994,0.09695333333333334
2021-03-09,Comm,0.30178,-0.058365999999999994
2021-03-10,Comm,0.18280083333333333,0.30178
2021-03-11,Comm,0.11883599999999998,0.18280083333333333
2021-03-12,Comm,0.16632857142857144,0.11883599999999998
2021-03-15,Comm,0.18179583333333332,0.16632857142857144
2021-03-16,Comm,0.11033533333333331,0.18179583333333332
2021-03-17,Comm,0.20586000000000002,0.11033533333333331
2021-03-18,Comm,0.017640000000000006,0.20586000000000002
2021-03-19,Comm,0.19004000000000001,0.017640000000000006
2021-03-22,Comm,0.14271499999999998,0.19004000000000001
2021-03-23,Comm,0.07192000000000001,0.14271499999999998
2021-03-24,Comm,0.29575,0.07192000000000001
2021-03-25,Comm,-0.002475999999999998,0.29575
2021-03-26,Comm,0.08177000000000001,-0.002475999999999998
2021-03-29,Comm,0.16681722222222223,0.08177000000000001
2021-03-30,Comm,0.3011133333333334,0.16681722222222223
2021-03-31,Comm,0.09902666666666667,0.3011133333333334
2021-04-01,Comm,0.130938,0.09902666666666667
2021-04-05,Comm,0.368046,0.130938
2021-04-06,Comm,0.17469714285714283,0.368046
2021-04-07,Comm,0.031307999999999996,0.17469714285714283
2021-04-08,Comm,0.24443333333333334,0.031307999999999996
2021-04-09,Comm,0.11104500000000002,0.24443333333333334
2021-04-12,Comm,0.0039579999999999945,0.11104500000000002
2021-04-13,Comm,0.19961600000000002,0.0039579999999999945
2021-04-14,Comm,0.12558,0.19961600000000002
2021-04-15,Comm,0.0074366666666666695,0.12558
2021-04-16,Comm,0.12730999999999998,0.0074366666666666695
2021-04-19,Comm,0.05420499999999999,0.12730999999999998
2021-04-20,Comm,0.005025714285714284,0.05420499999999999
2021-04-21,Comm,-0.011035555555555554,0.005025714285714284
2021-04-22,Comm,0.11292545454545452,-0.011035555555555554
2021-04-23,Comm,0.162138,0.11292545454545452
2021-04-26,Comm,-0.011226666666666652,0.162138
2021-04-27,Comm,0.09934,-0.011226666666666652
2021-04-28,Comm,0.27043,0.09934
2021-04-29,Comm,0.164216,0.27043
2021-04-30,Comm,0.12322666666666666,0.164216
2021-05-03,Comm,0.23053666666666667,0.12322666666666666
2021-05-04,Comm,0.290846,0.23053666666666667
2021-05-05,Comm,0.20353333333333334,0.290846
2021-05-06,Comm,0.017120000000000003,0.20353333333333334
2021-05-07,Comm,0.11617999999999999,0.017120000000000003
2021-05-10,Comm,-0.13295433333333334,0.11617999999999999
2021-05-11,Comm,0.23673000000000002,-0.13295433333333334
2021-05-12,Comm,0.15725666666666666,0.23673000000000002
2021-05-13,Comm,0.02054,0.15725666666666666
2021-05-14,Comm,0.01544,0.02054
2021-05-17,Comm,0.2587225641025641,0.01544
2021-05-18,Comm,0.10317266666666666,0.2587225641025641
2021-05-19,Comm,0.155806,0.10317266666666666
2021-05-20,Comm,0.140893,0.155806
2021-05-21,Comm,0.24927714285714284,0.140893
2021-05-24,Comm,0.03641000000000001,0.24927714285714284
2021-05-25,Comm,0.328866,0.03641000000000001
2021-05-26,Comm,0.05687714285714286,0.328866
2021-05-27,Comm,0.37982000000000005,0.05687714285714286
2021-05-28,Comm,0.48770966666666665,0.37982000000000005
2021-06-01,Comm,0.17207,0.48770966666666665
2021-06-02,Comm,0.19691999999999998,0.17207
2021-06-03,Comm,0.008579999999999999,0.19691999999999998
2021-06-04,Comm,0.45503499999999997,0.008579999999999999
2021-06-07,Comm,0.3333244444444444,0.45503499999999997
2021-06-08,Comm,0.32458666666666663,0.3333244444444444
2021-06-09,Comm,0.0,0.32458666666666663
2021-06-10,Comm,0.13382514285714284,0.0
2021-06-11,Comm,0.18489666666666668,0.13382514285714284
2021-06-14,Comm,0.07797333333333334,0.18489666666666668
2021-06-15,Comm,0.12288999999999999,0.07797333333333334
2021-06-16,Comm,0.25842,0.12288999999999999
2021-06-17,Comm,0.25203,0.25842
2021-06-18,Comm,0.07636,0.25203
2021-06-21,Comm,0.18502000000000002,0.07636
2021-06-22,Comm,-0.04416999999999999,0.18502000000000002
2021-06-23,Comm,0.004260666666666671,-0.04416999999999999
2021-06-24,Comm,-0.11072333333333337,0.004260666666666671
